customer_id,customer_name,email,registration_date,customer_type
820,Mugdha Parekh,fravel@example.net,2024-06-09,PREMIUM
821,Hritik Das,vrishti73@example.net,2026-06-06,PREMIUM
822,Hardik Bera,taraavi@example.org,2024-10-01,REGULAR
823,Michael Mitter,bosezinal@example.com,2025-12-24,REGULAR
824,Chaaya Tank,qthaman@example.net,2024-08-19,PREMIUM
825,Azad Sani,rajagopalshivani@example.com,2026-02-28,VIP
826,Tripti Banik,goelchavvi@example.net,2024-02-04,REGULAR
827,Krish Muni,wsura@example.org,2025-04-23,REGULAR
828,Upma Soni,yashawinibhalla@example.com,2024-05-23,REGULAR
829,Ira Mane,darsh09@example.org,2023-12-27,REGULAR
830,Ikshita Bala,lajita16@example.com,2026-07-31,PREMIUM
831,Indali Bhalla,yugkeer@example.net,2024-07-16,PREMIUM
832,Dominic Mody,nazarethomkaar@example.org,2025-03-21,REGULAR
833,Triveni Sami,bloke@example.net,2025-01-04,REGULAR
834,Edhitha Purohit,knaidu@example.org,2026-01-10,REGULAR
835,Samesh Nayar,zthakkar@example.net,2024-08-15,PREMIUM
836,Januja Sarin,watikaborra@example.net,2024-03-30,REGULAR
837,Champak Mishra,nkara@example.net,2026-06-23,REGULAR
838,Gayathri Mahajan,walivaishnavi@example.com,2024-03-25,REGULAR
839,Chasmum Thaman,rachita85@example.org,2024-11-05,REGULAR
840,Yutika Setty,anirudhvarty@example.org,2025-05-02,VIP
841,Unni Loyal,hbhasin@example.org,2024-09-11,REGULAR
842,Wridesh Dora,radhika65@example.org,2025-07-03,REGULAR
843,Amara Mangat,aahanakeer@example.com,2024-04-26,REGULAR
844,Rehaan Bala,dayitashettyexample.com,2025-04-13,PREMIUM
845,Pahal Bansal,nathanielmahajan@example.org,2023-09-09,PREMIUM
846,Patrick Basak,dbahri@example.org,2024-07-18,PREMIUM
847,Devansh Ray,gautam62@example.org,2023-12-09,REGULAR
848,Zayan Taneja,khannajason@example.com,2024-08-03,REGULAR
849,Warinder Sampath,maanaschhabra@example.org,2024-03-30,PREMIUM
850,Ria Rege,daksh78@example.com,2025-09-13,PREMIUM
851,Edhitha Sampath,rkoshy@example.org,2024-09-09,PREMIUM
852,Darika Bail,bhagatwriddhish@example.com,2025-04-05,REGULAR
853,Janani Dara,saanvirama@example.org,2026-05-02,REGULAR
854,Aadhya Mitra,keerchameli@example.org,2026-03-07,REGULAR
855,Reva Nadig,rbandi@example.org,2026-01-27,VIP
856,Urishilla Sachar,pahal12@example.net,2024-05-21,VIP
857,Indira Salvi,sudiksha00@example.net,2025-07-12,PREMIUM
858,Laban Aggarwal,oiyengar@example.com,2024-07-17,REGULAR
859,Indrajit Dugar,zaitrade@example.net,2025-08-29,REGULAR
860,Siya Sridhar,abhaghose@example.net,2025-05-19,REGULAR
861,Baghyawati Issac,sachdevajhalak@example.org,2024-10-13,PREMIUM
862,Udarsh Bail,karnikgaurav@example.com,2024-03-13,REGULAR
863,Chandran Rattan,jlad@example.org,2026-06-24,REGULAR
864,Jacob Atwal,rsetty@example.com,2023-12-16,VIP
865,Rayaan Lata,warda62@example.com,2026-03-04,REGULAR
866,Barkha Gulati,agole@example.org,2023-09-09,PREMIUM
867,Warinder Seshadri,kalashanker@example.org,2023-08-20,REGULAR
868,Ekiya Rao,leelasampath@example.net,2025-05-24,REGULAR
869,Girish Bhargava,natarajanwahabexample.com,2026-04-30,REGULAR
870,Abdul Kulkarni,zmittal@example.net,2024-09-18,REGULAR
871,Praneel Lad,yahvitailor@example.com,2026-03-28,REGULAR
872,Gaurav Nadig,qdhar@example.org,2024-07-17,PREMIUM
873,Xalak Mand,qushi44@example.net,2026-02-03,REGULAR
874,Zansi Munshi,ugala@example.net,2026-08-03,REGULAR
875,Ria Bera,manthanbhagat@example.org,2024-02-25,PREMIUM
876,Abha Gade,hsarin@example.com,2023-09-22,REGULAR
877,Vedhika Shankar,uchowdhury@example.org,2023-12-22,REGULAR
878,Samar Mander,omtrivedi@example.com,2025-04-17,VIP
879,Aayush Vora,omajabose@example.org,2025-11-28,REGULAR
880,Falguni Bal,jairaj65@example.net,2026-05-23,REGULAR
881,Ekiya Dube,bumbtriveni@example.net,2025-07-31,REGULAR
882,Amruta Ahluwalia,caleb97@example.com,2026-06-12,REGULAR
883,Siddharth Bava,ekantika01@example.net,2026-06-17,REGULAR
884,George Rastogi,pranav36@example.org,2023-08-31,PREMIUM
885,Nicholas Rama,pmane@example.net,2024-01-24,VIP
886,Vritti Sankaran,karan51@example.com,2025-02-20,REGULAR
887,Sanaya Rama,kloyal@example.net,2024-11-14,REGULAR
888,Jyoti Grewal,fsandhu@example.org,2025-02-21,REGULAR
889,Udarsh Dubey,ovyas@example.net,2025-03-06,REGULAR
890,Upadhriti Sarkar,sridharcharita@example.org,2026-07-22,REGULAR
891,Yuvraj Virk,kmerchant@example.org,2025-04-03,REGULAR
892,Yochana Chokshi,gsachar@example.com,2025-08-02,REGULAR
893,Isha Kumar,thakuramol@example.org,2025-10-28,REGULAR
894,Praneel Gopal,fbath@example.com,2026-03-26,PREMIUM
895,Dipta Sha,vlanka@example.org,2024-03-27,REGULAR
896,Aashi Cherian,bwarrior@example.org,2024-10-14,REGULAR
897,Onveer Sood,qravel@example.net,2025-05-29,REGULAR
898,Chavvi Patel,fmittal@example.org,2024-01-04,REGULAR
899,Isaac Babu,avikadakia@example.com,2025-07-19,REGULAR
900,Rajata Yohannan,gabrielmitra@example.com,2024-01-18,REGULAR
901,Anthony Dada,michaelsaxena@example.com,2025-01-06,VIP
902,Xavier Jaggi,manya05@example.org,2023-11-29,REGULAR
903,Ojasvi Tandon,balhaar76@example.com,2025-02-21,VIP
904,Vincent Bhat,samidiya@example.net,2023-10-17,REGULAR
905,Urvashi Dada,cpalan@example.net,2024-11-29,REGULAR
906,Bhavna Handa,cpadmanabhan@example.org,2025-02-15,REGULAR
907,Upadhriti Deep,madhavi65@example.com,2026-01-01,REGULAR
908,Sarthak Mandal,subramaniankai@example.org,2024-03-14,PREMIUM
909,Harrison Sagar,pmitter@example.org,2025-04-10,REGULAR
910,Jagrati Lal,nathan28@example.org,2026-01-09,REGULAR
911,Qushi Comar,jaikapur@example.com,2024-05-17,REGULAR
912,Isha Batra,matthew89@example.net,2023-12-01,VIP
913,Raksha Shankar,cherianharsh@example.net,2023-09-23,REGULAR
914,Oliver Dalal,janakidugar@example.net,2024-06-24,PREMIUM
915,Yashawini Tara,dubejanuja@example.com,2026-01-22,REGULAR
916,Saksham Sarna,pahuja@example.com,2024-08-17,REGULAR
917,Frederick Lata,oeshi53@example.org,2025-11-11,REGULAR
918,Vedant Devi,asachdev@example.com,2026-06-17,REGULAR
919,Ayushman Savant,advaithvarughese@example.org,2023-11-09,REGULAR
920,Neelima Gala,zbhat@example.org,2025-08-01,PREMIUM
921,Dalbir Venkatesh,oni68@example.com,2025-10-07,REGULAR
922,Hemangini Anand,manan67@example.net,2024-03-20,PREMIUM
923,Hemani Ravel,charvichad@example.org,2025-03-20,REGULAR
924,Jonathan Venkatesh,tanay18example.net,2024-07-16,VIP
925,Nathaniel Bajaj,zachariaaarna@example.org,2026-02-06,REGULAR
926,Pahal Tiwari,bhasinkashish@example.com,2025-06-26,REGULAR
927,Jatin Batta,senchanchal@example.net,2025-10-24,REGULAR
928,Harinakshi Keer,inayamistry@example.com,2025-08-08,REGULAR
929,Krishna Venkatesh,henrynarang@example.net,2025-05-08,PREMIUM
930,Suhani Chaudhari,pavanisabharwal@example.org,2023-11-18,REGULAR
931,Kalpit Soni,sanayabrahmbhatt@example.com,2025-08-19,REGULAR
932,Zilmil Rana,wishi67@example.net,2026-05-25,PREMIUM
933,Omaja Gaba,yashasvidatta@example.com,2025-09-26,REGULAR
934,Yochana Wadhwa,kalatamanna@example.com,2023-09-13,REGULAR
935,Kala Dani,hchoudhary@example.com,2025-04-26,REGULAR
936,Michael Dalal,dalaja54@example.com,2025-01-22,VIP
937,Lucky Sama,modybhanumati@example.org,2024-02-25,REGULAR
938,Aarnav Das,ekansh06@example.com,2025-04-28,VIP
939,Geetika Purohit,wdeo@example.org,2025-02-12,PREMIUM
940,Shivani Sen,eshanachakraborty@example.net,2025-08-06,REGULAR
941,Lila Kaul,inori@example.org,2026-06-24,PREMIUM
942,Arunima Chakrabarti,aryanmore@example.net,2025-07-16,REGULAR
943,Reyansh Bera,vamakshithakkar@example.org,2023-12-18,PREMIUM
944,Anirudh Maharaj,yatansawhney@example.org,2026-01-09,PREMIUM
945,Neelima Bath,vbajaj@example.com,2024-02-22,REGULAR
946,Edhitha Raja,gavin11@example.net,2024-02-09,REGULAR
947,Qadim Kumer,dubedamyanti@example.com,2025-08-21,VIP
948,Eshana Golla,bhardwajchanchal@example.com,2023-11-25,REGULAR
949,Nitara Naik,keya10@example.org,2024-04-27,VIP
950,Waida Trivedi,rcontractor@example.org,2024-07-22,PREMIUM
951,Dominic Sule,reddyvivaan@example.org,2024-05-29,PREMIUM
952,Yatin Dass,niharika71@example.net,2025-02-07,VIP
953,Kashvi Zachariah,yatanyogi@example.com,2026-06-27,VIP
954,Benjamin Agarwal,pmann@example.org,2023-08-09,PREMIUM
955,Anjali Krishna,opanchal@example.org,2025-05-11,REGULAR
956,Chakradev Edwin,mitalgaurav@example.com,2025-09-12,PREMIUM
957,Ati Sankaran,yamininadkarni@example.net,2026-06-10,REGULAR
958,Sneha Mahajan,ekantaom@example.org,2024-12-24,REGULAR
959,Amol Deol,soniaayush@example.org,2025-08-15,REGULAR
960,Vrinda Ramaswamy,brahmbhattazaan@example.net,2024-12-08,REGULAR
961,Ira Puri,lila20@example.org,2024-12-28,REGULAR
962,Sai Andra,anmolmand@example.net,2026-05-14,REGULAR
963,Rehaan Chana,timothy37@example.com,2023-09-18,PREMIUM
964,Shaurya Amble,meghanachoudhry@example.com,2025-04-23,VIP
965,Onkar Hari,dhruvdave@example.net,2023-10-19,REGULAR
966,Vedant Virk,rehaan08@example.net,2024-05-12,REGULAR
967,Aarnav Sane,naidurachana@example.com,2024-06-04,REGULAR
968,Warhi Pathak,kapurchampak@example.com,2026-05-11,PREMIUM
969,Diya Ahluwalia,vhayer@example.org,2026-03-30,REGULAR
970,Upkaar Sampath,krishronith@example.org,2024-08-03,VIP
971,Gunbir Bala,zsankaran@example.org,2025-05-19,REGULAR
972,Zashil Kota,solankiwilliam.com,2026-02-06,REGULAR
973,Zinal Khalsa,sarnagirish@example.net,2024-12-10,PREMIUM
974,Frederick Bhat,purohitdhriti@example.net,2023-10-19,VIP
975,David Sathe,mitrarachana@example.org,2023-11-28,REGULAR
976,Charles Menon,gratti@example.net,2025-11-10,REGULAR
977,Advaith Setty,yshetty@example.com,2026-03-30,REGULAR
978,Harinakshi Bal,vvarughese@example.net,2024-03-06,VIP
979,Advik Bir,jonathanupadhyay@example.com,2024-09-01,REGULAR
980,Sai Grewal,lakshbasu@example.org,2023-12-26,REGULAR
981,Yochana Parmar,madhav27@example.com,2025-05-31,REGULAR
982,Jyoti Anand,daksheshkhanna@example.net,2026-01-22,PREMIUM
983,Pahal Padmanabhan,saijaggi@example.org,2024-08-17,REGULAR
984,Unni Narula,chandani65@example.org,2023-12-01,REGULAR
985,Warhi Kanda,kapoorvictor@example.com,2025-06-22,REGULAR
986,Vasana Narula,zjha@example.org,2026-01-30,PREMIUM
987,Janani Anne,parmarayushman@example.net,2023-12-13,VIP
988,Ria Hayer,caleb03@example.org,2024-06-15,REGULAR
989,Adweta Ghosh,yatan23@example.org,2024-02-17,PREMIUM
990,Harrison Bail,ladlichoudhry@example.com,2026-05-30,REGULAR
991,Tanmayi Khatri,kashish28@example.net,2026-04-01,REGULAR
992,Jagat Dhawan,ranveerhanda.com,2024-09-26,REGULAR
993,Eesha Sanghvi,chakradhargulati@example.net,2024-06-26,REGULAR
994,Falak Kota,mammenjonathan@example.net,2026-07-05,REGULAR
995,Shaurya Bumb,kbhattacharyya@example.net,2024-10-07,VIP
996,Wishi Venkataraman,ugola@example.net,2024-09-21,REGULAR
997,Warda Som,nandini90@example.org,2024-04-05,REGULAR
998,Siya Keer,tkamdar@example.com,2026-04-09,REGULAR
999,Kavya Kumar,desaifrado@example.com,2024-12-08,VIP
1000,Victor Barman,nvala@example.com,2024-11-18,PREMIUM
